Год постройки,Парковка,Пассажирский лифт,Санузел,Способ продажи,Двор,Тип дома,Долгота,Цена,Грузовой лифт,Тип комнат,Количество комнат,Метро (минут),В доме,Ремонт,Этаж (текущий),Площадь кухни,Широта,Этажей в доме,Общая площадь,Район,Расстояние до центра,Доля жилой площади,Есть консьерж,Есть мусоропровод,Есть газ,Детская площадка,Спорт площадка,Закрытая территория
2016.0,подземная,0,совмещенный,свободная,закрытая территория,монолитный,37.710898,25525000,2,Unknown,1.0,8.0,Unknown,косметический,4.0,13.0,55.799775,11.0,53.5,4,0.10314221943025628,,0,0,0,0,0,1
,за шлагбаумом во дворе,1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",панельный,37.77710342,2699945,0,Unknown,0.0,13.0,Unknown,требует ремонта,1.0,,55.68018341,9.0,10.1,1,0.17651971469194294,,0,0,0,1,1,1
,Unknown,1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.513143,18500000,1,Unknown,1.0,13.0,"консьерж, мусоропровод, газ",дизайнерский,15.0,17.8,55.753686,16.0,39.3,3,0.10447838936833177,,1,1,1,1,1,1
,Unknown,0,совмещенный,свободная,Unknown,монолитный,37.483175,37500000,0,изолированные,2.0,5.0,Unknown,дизайнерский,2.0,16.6,55.665761,25.0,50.0,6,0.16179339339416668,0.42200000000000004,0,0,0,0,0,0
1973.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.187306,4850000,0,Unknown,0.0,13.0,консьерж,евро,5.0,,55.975985,9.0,17.2,7,0.4833573839934623,0.5813953488372093,1,0,0,1,1,0
2006.0,Unknown,0,Unknown,свободная,Unknown,панельный,37.337541,18250000,0,изолированные,3.0,18.0,Unknown,косметический,17.0,10.2,55.644674,17.0,74.5,6,0.3013005664730827,0.6134228187919464,0,0,0,0,0,0
2023.0,подземная,2,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.62466,21000000,1,изолированные,3.0,13.0,консьерж,требует ремонта,8.0,18.0,55.69727,24.0,65.0,5,0.058954257691872,,1,0,0,1,1,1
,Unknown,2,раздельный,альтернативная,Unknown,панельный,37.54895,12950000,0,изолированные,2.0,5.0,мусоропровод,косметический,11.0,8.2,55.547535,17.0,50.6,0,0.21928778517053696,0.6324110671936759,0,1,0,0,0,0
2003.0,Unknown,1,раздельный,свободная,Unknown,панельный,37.792367,9000000,0,Unknown,1.0,25.5,Unknown,косметический,4.0,9.0,55.669996,8.0,38.9,1,0.1946941979233049,0.5398457583547558,0,0,0,0,0,0
1964.0,открытая во дворе,1,раздельный,свободная,Unknown,блочный,37.524309,14500000,0,смежные,2.0,13.0,мусоропровод,косметический,3.0,6.7,55.724256,12.0,38.0,3,0.09847961523584647,0.6078947368421053,0,1,0,0,0,0
1971.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.822649,6500000,0,Unknown,1.0,18.0,мусоропровод,косметический,5.0,6.7,55.739098,9.0,33.0,1,0.2057280953224381,0.5727272727272726,0,1,0,1,1,0
2023.0,"подземная, наземная многоуровневая, открытая во дворе, за шлагбаумом во дворе",1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.467904,19600000,1,изолированные,2.0,13.0,"консьерж, мусоропровод",евро,5.0,16.0,55.773236,6.0,54.0,2,0.15070801741115705,,1,1,0,1,1,1
1930.0,открытая во дворе,0,совмещенный,свободная,Unknown,кирпичный,37.653748,4700000,0,Unknown,0.0,5.0,Unknown,косметический,4.0,,55.704433,5.0,13.6,5,0.06281119799048335,,0,0,0,0,0,0
1870.0,за шлагбаумом во дворе,0,совмещенный,свободная,закрытая территория,кирпичный,37.59807968,10800000,0,Unknown,0.0,5.0,мусоропровод,косметический,2.0,,55.75146866,5.0,18.3,3,0.019995084373370442,1.0,0,1,0,0,0,1
,Unknown,0,раздельный,свободная,Unknown,монолитный,37.650055,25000000,0,изолированные,3.0,8.0,Unknown,дизайнерский,8.0,22.0,55.847861,22.0,79.0,4,0.09761431629633083,0.569620253164557,0,0,0,0,0,0
1970.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.587173,4400005,0,Unknown,0.0,18.0,мусоропровод,требует ремонта,1.0,,55.619808,9.0,19.6,0,0.13935431960653621,,0,1,0,1,1,0
1960.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",кирпичный,37.62583542,5750000,0,Unknown,0.0,18.0,Unknown,косметический,1.0,,55.66667175,8.0,18.0,5,0.08950791635737687,0.8333333333333334,0,0,0,1,1,0
,Unknown,0,Unknown,свободная,Unknown,панельный,37.614123,9650000,0,Unknown,1.0,25.5,Unknown,косметический,2.0,7.0,55.898785,12.0,36.0,4,0.14302726926708367,0.5,0,0,0,0,0,0
1953.0,открытая во дворе,0,совмещенный,свободная,детская площадка,кирпичный,37.798026,2931000,0,Unknown,0.0,5.0,Unknown,косметический,1.0,,55.790433,2.0,12.5,1,0.18371985784067793,0.568,0,0,0,1,0,0
1972.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.497063,3700000,0,Unknown,0.0,8.0,"мусоропровод, газ",требует ремонта,1.0,,55.616681,1.0,13.5,0,0.18407407348673974,,0,1,1,1,1,0
2022.0,подземная,2,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.426132,26800000,1,изолированные,3.0,8.0,Unknown,требует ремонта,9.0,21.6,55.815418,24.0,78.3,2,0.20053503670929976,,0,0,0,1,1,1
2000.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.5087431951065,28521700,1,изолированные,3.0,8.0,"консьерж, мусоропровод",дизайнерский,14.0,10.1,55.70102535256237,17.0,74.2,6,0.1218608467619512,0.6159029649595688,1,1,0,1,1,0
1971.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.586006,2949000,0,Unknown,0.0,18.0,"мусоропровод, газ",требует ремонта,1.0,,55.618679,9.0,13.0,0,0.14071371460167087,,0,1,1,1,1,0
2022.0,подземная,1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.655796,24500000,1,изолированные,3.0,8.0,Unknown,требует ремонта,5.0,10.0,55.689832,20.0,71.0,5,0.07622802266883014,0.6352112676056338,0,0,0,1,1,1
1970.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",кирпичный,37.682224,16700000,0,изолированные,2.0,13.0,"мусоропровод, газ",дизайнерский,5.0,6.0,55.734699,9.0,36.0,5,0.06798171501955073,0.5833333333333334,0,1,1,1,1,0
1989.0,Unknown,0,Unknown,свободная,Unknown,панельный,37.607673,11990000,0,Unknown,1.0,5.0,Unknown,евро,1.0,8.0,55.641707,17.0,36.8,0,0.11452404977995236,,0,0,0,0,0,0
1968.0,открытая во дворе,0,раздельный,свободная,Unknown,панельный,37.677337,9900000,0,изолированные,2.0,13.0,Unknown,косметический,1.0,5.6,55.635137,9.0,39.4,5,0.1346405167028109,0.5076142131979695,0,0,0,0,0,0
1974.0,открытая во дворе,1,раздельный,свободная,Unknown,панельный,37.837417,9750000,0,изолированные,2.0,25.5,Unknown,требует ремонта,6.0,7.0,55.768036,12.0,37.9,1,0.22015729191875433,0.6068601583113457,0,0,0,0,0,0
2023.0,подземная,2,совмещенный,свободная,Unknown,монолитный,37.622423,8000000,1,Unknown,1.0,18.0,Unknown,требует ремонта,7.0,5.0,55.850277,18.0,32.0,4,0.09460002567652671,,0,0,0,0,0,0
1973.0,за шлагбаумом во дворе,2,совмещенный,свободная,детская площадка,панельный,37.572782,7599900,0,Unknown,0.0,8.0,мусоропровод,евро,1.0,,55.778907,14.0,19.0,3,0.05042406739841991,,0,1,0,1,0,0
1978.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.751736,4550000,1,Unknown,0.0,5.0,мусоропровод,требует ремонта,1.0,,55.615116,12.0,17.5,5,0.19438223774820462,,0,1,0,1,1,0
,Unknown,0,совмещенный,свободная,Unknown,кирпичный,37.497063,38000000,0,изолированные,3.0,8.0,Unknown,евро,6.0,16.0,55.787169,22.0,85.0,3,0.12455192704250422,0.5176470588235295,0,0,0,0,0,0
1972.0,за шлагбаумом во дворе,2,раздельный,свободная,Unknown,блочный,37.586194,12000000,0,изолированные,2.0,13.0,Unknown,косметический,4.0,6.0,55.611119,14.0,37.5,0,0.14805042585889383,0.6133333333333333,0,0,0,0,0,0
2014.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.925632,4900000,1,Unknown,0.0,8.0,мусоропровод,косметический,2.0,,55.698006,17.0,16.0,1,0.3134068593059163,,0,1,0,1,1,0
2024.0,подземная,1,"совмещенный, раздельный",свободная,Unknown,монолитный,37.631874,31400000,1,изолированные,2.0,8.0,Unknown,требует ремонта,4.0,24.4,55.705853,20.0,86.0,5,0.0519466060970331,0.32209302325581396,0,0,0,0,0,0
1964.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.59826908465576,16721000,0,изолированные,2.0,13.0,мусоропровод,дизайнерский,5.0,6.7,55.7120235713023,9.0,36.6,5,0.04785457133410338,0.6174863387978142,0,1,0,1,1,0
2025.0,Unknown,1,совмещенный,свободная,Unknown,панельный,37.468748,15000000,1,Unknown,0.0,25.5,Unknown,евро,9.0,,55.789699,25.0,27.1,2,0.15266322446811278,0.4797047970479705,0,0,0,0,0,0
2005.0,Unknown,1,совмещенный,свободная,Unknown,кирпичный,37.673564,7190000,0,Unknown,0.0,8.0,Unknown,требует ремонта,1.0,,55.707446,13.0,46.8,5,0.07395997979988816,0.9465811965811965,0,0,0,0,0,0
1992.0,Unknown,0,раздельный,свободная,Unknown,панельный,37.363089,21500000,0,изолированные,3.0,8.0,Unknown,косметический,12.0,10.2,55.851505,17.0,73.3,2,0.2719104561174521,0.6180081855388813,0,0,0,0,0,0
,Unknown,0,совмещенный,свободная,Unknown,кирпичный,37.65223694,5900000,0,Unknown,0.0,8.0,Unknown,косметический,4.0,,55.76324081,4.0,12.0,4,0.03542715435960927,,0,0,0,0,0,0
,подземная,3,совмещенный,свободная,Unknown,монолитный,37.550244,27000000,1,изолированные,2.0,5.0,Unknown,дизайнерский,18.0,12.0,55.774993,37.0,72.0,3,0.07003714717919739,,0,0,0,0,0,0
,подземная,1,совмещенный,переуступка,"закрытая территория, детская площадка, спортивная площадка",монолитно-кирпичный,37.6379,16800000,1,изолированные,3.0,13.0,Unknown,Unknown,16.0,10.0,55.69734,28.0,69.1,5,0.061884259711176885,0.6193921852387844,0,0,0,1,1,1
,Unknown,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.660584,11300000,1,Unknown,1.0,5.0,мусоропровод,косметический,2.0,8.9,55.637459,14.0,39.2,5,0.1259055858053961,0.5280612244897959,0,1,0,1,1,0
,Unknown,2,раздельный,свободная,Unknown,монолитный,37.76468,11300000,0,Unknown,1.0,8.0,Unknown,косметический,4.0,10.1,55.673747,17.0,36.2,5,0.1684197767751726,0.46961325966850825,0,0,0,0,0,0
,Unknown,1,совмещенный,свободная,Unknown,панельный,37.592222,6500000,1,Unknown,1.0,25.5,Unknown,косметический,11.0,9.0,55.525532,25.0,33.5,0,0.2316622427328227,0.5074626865671642,0,0,0,0,0,0
2023.0,"подземная, открытая во дворе",1,раздельный,свободная,детская площадка,монолитный,37.59575272,23990000,1,изолированные,2.0,18.0,Unknown,евро,11.0,10.2,55.68177795,22.0,58.0,0,0.07717880233329322,0.5689655172413793,0,0,0,1,0,0
1967.0,Unknown,1,совмещенный,альтернативная,Unknown,панельный,37.422647,10199000,0,Unknown,1.0,13.0,газ,косметический,9.0,7.0,55.857781,9.0,33.0,2,0.22001544620776622,0.5757575757575758,0,0,1,0,0,0
,Unknown,0,"совмещенный, раздельный",свободная,Unknown,монолитный,37.65505,36000000,0,изолированные,3.0,13.0,Unknown,требует ремонта,20.0,17.0,55.689522,20.0,74.0,5,0.07612670874273049,0.44594594594594594,0,0,0,0,0,0
1976.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.51580048,3899974,0,Unknown,0.0,18.0,Unknown,евро,1.0,,55.60261536,9.0,11.1,0,0.1839257355678095,,0,0,0,1,1,0
1969.0,Unknown,2,раздельный,альтернативная,Unknown,панельный,37.765848,14300000,1,изолированные,2.0,18.0,Unknown,косметический,2.0,10.0,55.649728,22.0,57.8,5,0.18228751654460068,0.5709342560553633,0,0,0,0,0,0
1959.0,открытая во дворе,1,раздельный,свободная,Unknown,кирпичный,37.736267,17699999,0,изолированные,3.0,13.0,Unknown,косметический,5.0,7.7,55.761918,8.0,71.0,5,0.11882460525075947,0.6619718309859155,0,0,0,0,0,0
1965.0,Unknown,2,совмещенный,свободная,Unknown,блочный,37.417544,11800000,0,Unknown,1.0,5.0,Unknown,требует ремонта,12.0,10.0,55.739433,12.0,35.1,6,0.20072439270054226,0.5584045584045584,0,0,0,0,0,0
1959.0,за шлагбаумом во дворе,1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.64048767,4900000,0,Unknown,0.0,13.0,Unknown,евро,1.0,,55.74363327,9.0,20.0,5,0.025920547002748776,0.9,0,0,0,1,1,1
1928.0,открытая во дворе,0,совмещенный,свободная,детская площадка,кирпичный,37.697756,5700000,0,Unknown,0.0,13.0,Unknown,евро,4.0,,55.795438,5.0,16.0,4,0.08942122443804357,,0,0,0,1,0,0
2024.0,подземная,2,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.537515,25000000,1,изолированные,2.0,8.0,консьерж,требует ремонта,4.0,10.0,55.663172,25.0,63.0,0,0.12244816702997319,,1,0,0,1,1,1
2019.0,"подземная, открытая во дворе, за шлагбаумом во дворе",2,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.430022,19300000,1,изолированные,2.0,8.0,"консьерж, мусоропровод",евро,8.0,10.0,55.853632,19.0,58.0,2,0.2115575720885455,,1,1,0,1,1,1
2023.0,Unknown,0,"совмещенный, раздельный",свободная,Unknown,монолитный,37.561589,25658000,0,изолированные,3.0,5.0,Unknown,требует ремонта,6.0,11.3,55.670706,16.0,70.9,0,0.10187355376642279,0.6488011283497884,0,0,0,0,0,0
1870.0,за шлагбаумом во дворе,0,совмещенный,свободная,закрытая территория,кирпичный,37.598618,10500000,0,Unknown,0.0,5.0,Unknown,требует ремонта,2.0,,55.752328,3.0,18.8,3,0.01929691965055716,,0,0,0,0,0,1
1994.0,за шлагбаумом во дворе,0,совмещенный,свободная,"закрытая территория, детская площадка",кирпичный,37.669818,3490000,0,Unknown,0.0,18.0,Unknown,требует ремонта,4.0,,55.830129,4.0,21.5,4,0.09083787626865475,,0,0,0,1,0,1
,Unknown,0,раздельный,свободная,Unknown,блочный,37.666171,12200000,0,изолированные,2.0,31.0,Unknown,косметический,7.0,8.9,55.574207,12.0,52.5,0,0.18797648706686526,0.5752380952380952,0,0,0,0,0,0
,подземная,1,совмещенный,свободная,Unknown,монолитный,37.37059,20990000,1,изолированные,2.0,8.0,Unknown,евро,22.0,9.4,55.84771,25.0,61.1,2,0.2635552849024304,0.5891980360065466,0,0,0,0,0,0
1978.0,открытая во дворе,1,"совмещенный, раздельный",свободная,"детская площадка, спортивная площадка",кирпичный,37.49855690674588,40158700,1,изолированные,3.0,5.0,"консьерж, мусоропровод",дизайнерский,6.0,10.0,55.68084618569755,12.0,88.8,6,0.14067456177289459,0.5855855855855856,1,1,0,1,1,0
2024.0,"подземная, за шлагбаумом во дворе",3,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.48305854232787,22500000,2,Unknown,1.0,5.0,Unknown,требует ремонта,9.0,16.4,55.66576361452765,25.0,44.8,6,0.1618887103582859,,0,0,0,1,1,1
1966.0,открытая во дворе,2,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.64619931779098,13124470,0,Unknown,1.0,8.0,"мусоропровод, газ",дизайнерский,11.0,9.4,55.84971966905315,12.0,34.9,4,0.0981775188786241,0.5587392550143266,0,1,1,1,1,0
1978.0,за шлагбаумом во дворе,2,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",панельный,37.665497,4900000,1,Unknown,0.0,5.0,мусоропровод,требует ремонта,1.0,,55.874233,12.0,20.3,4,0.12775170487315993,,0,1,0,1,1,1
1978.0,за шлагбаумом во дворе,2,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",панельный,37.66564941,4900000,1,Unknown,0.0,5.0,мусоропровод,требует ремонта,1.0,,55.87431335,12.0,20.4,4,0.12788338410274608,,0,1,0,1,1,1
2022.0,Unknown,0,Unknown,свободная,Unknown,монолитный,37.559388,25900000,0,изолированные,2.0,5.0,Unknown,евро,3.0,12.2,55.855406,26.0,49.6,3,0.1153689394074541,,0,0,0,0,0,0
1975.0,Unknown,1,раздельный,свободная,Unknown,панельный,37.61644,15500000,0,изолированные,3.0,8.0,Unknown,евро,6.0,7.0,55.862009,9.0,58.9,4,0.106215334490835,0.6451612903225806,0,0,0,0,0,0
2022.0,подземная,1,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.526384,23000000,1,изолированные,2.0,8.0,консьерж,требует ремонта,18.0,18.0,55.752648,51.0,67.0,3,0.09127044297033142,,1,0,0,1,1,1
1968.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.494674,4450000,0,Unknown,0.0,13.0,мусоропровод,косметический,1.0,,55.868799,9.0,12.0,2,0.16697178048101535,,0,1,0,1,1,0
1985.0,открытая во дворе,0,совмещенный,свободная,детская площадка,кирпичный,37.643812,2900001,0,Unknown,0.0,8.0,Unknown,требует ремонта,1.0,,55.774553,4.0,10.0,4,0.03222955092767438,,0,0,0,1,0,0
1970.0,Unknown,0,раздельный,свободная,Unknown,панельный,37.597621,19900000,0,изолированные,3.0,8.0,Unknown,евро,4.0,7.0,55.622726,9.0,62.5,0,0.13456541129502936,0.6912,0,0,0,0,0,0
,Unknown,2,раздельный,свободная,Unknown,панельный,37.828578,13800000,0,"изолированные, смежные",3.0,31.0,Unknown,евро,2.0,6.0,55.823677,9.0,58.9,1,0.22162807496569387,0.7470288624787776,0,0,0,0,0,0
,Unknown,0,совмещенный,свободная,Unknown,кирпичный,37.515856,6150000,0,Unknown,0.0,13.0,Unknown,евро,2.0,,55.859362,5.0,15.0,3,0.14517895639520223,0.7333333333333333,0,0,0,0,0,0
,Unknown,0,совмещенный,альтернативная,Unknown,блочный,37.571291,11650000,0,Unknown,1.0,5.0,мусоропровод,косметический,3.0,6.0,55.817861,5.0,32.2,3,0.07743443163089703,0.6366459627329192,0,1,0,0,0,0
1960.0,открытая во дворе,0,совмещенный,свободная,Unknown,кирпичный,37.578801,22150000,0,изолированные,2.0,8.0,Unknown,косметический,5.0,6.0,55.706168,9.0,49.0,0,0.06299760174007103,0.673469387755102,0,0,0,0,0,0
1969.0,за шлагбаумом во дворе,1,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",панельный,37.664839829331335,3850000,0,Unknown,0.0,5.0,"мусоропровод, газ",требует ремонта,1.0,,55.88704473681206,9.0,12.0,4,0.139487570830234,,0,1,1,1,1,1
1895.0,открытая во дворе,0,совмещенный,свободная,"закрытая территория, детская площадка",кирпичный,37.643632,3900000,0,Unknown,0.0,8.0,"мусоропровод, газ",требует ремонта,1.0,,55.774512,4.0,14.5,4,0.03205938190295775,,0,1,1,1,0,1
1969.0,Unknown,0,совмещенный,свободная,Unknown,блочный,37.608805,11099999,0,Unknown,1.0,13.0,Unknown,косметический,8.0,9.5,55.629181,14.0,35.0,0,0.12692408434178132,0.5428571428571428,0,0,0,0,0,0
,Unknown,1,совмещенный,свободная,Unknown,блочный,37.614635,11000000,0,Unknown,1.0,8.0,Unknown,косметический,2.0,10.0,55.6683,12.0,34.0,0,0.08755022115905688,0.6470588235294118,0,0,0,0,0,0
,Unknown,0,раздельный,свободная,Unknown,кирпичный,37.506756,18000000,0,Unknown,1.0,18.0,Unknown,евро,3.0,8.0,55.666233,17.0,37.0,6,0.14250838510417718,0.5405405405405406,0,0,0,0,0,0
,открытая во дворе,0,совмещенный,свободная,Unknown,кирпичный,37.651789,3990000,0,Unknown,0.0,8.0,Unknown,требует ремонта,1.0,,55.762196,5.0,20.3,4,0.03478212956389932,0.8866995073891625,0,0,0,0,0,0
2018.0,Unknown,2,"совмещенный, раздельный",свободная,Unknown,монолитный,37.798268,25000000,0,изолированные,2.0,25.5,мусоропровод,евро,7.0,14.0,55.764014,23.0,68.2,1,0.18085462675861796,0.5571847507331378,0,1,0,0,0,0
2013.0,Unknown,0,совмещенный,свободная,Unknown,монолитный,37.329051,17800000,0,изолированные,2.0,8.0,Unknown,евро,5.0,11.5,55.638175,24.0,61.4,6,0.31160257705289085,0.6514657980456027,0,0,0,0,0,0
2020.0,"подземная, открытая во дворе",1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.581164,8000000,1,Unknown,1.0,8.0,Unknown,требует ремонта,2.0,5.0,55.582925,20.0,32.0,0,0.1766729965812527,,0,0,0,1,1,1
1960.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",кирпичный,37.625855,5750000,1,Unknown,0.0,18.0,мусоропровод,косметический,1.0,,55.666696,8.0,19.0,5,0.08948557336800043,0.868421052631579,0,1,0,1,1,0
1972.0,открытая во дворе,1,раздельный,свободная,детская площадка,кирпичный,37.57162537301634,19724800,1,изолированные,2.0,13.0,мусоропровод,дизайнерский,8.0,6.2,55.69620202974867,14.0,54.0,0,0.0752700762877633,0.6037037037037037,0,1,0,1,0,0
2023.0,подземная,2,"совмещенный, раздельный",свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.531092,33990000,2,изолированные,2.0,8.0,консьерж,евро,8.0,20.0,55.658703,37.0,60.0,0,0.13004407511686167,0.5333333333333333,1,0,0,1,1,1
1969.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.651008,4999900,0,Unknown,0.0,13.0,"мусоропровод, газ",требует ремонта,1.0,,55.670823,9.0,15.6,5,0.09130818688923778,,0,1,1,1,1,0
,подземная,1,"совмещенный, раздельный",переуступка,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.55017,19800000,1,изолированные,3.0,8.0,Unknown,Unknown,13.0,18.1,55.85909,32.0,71.6,3,0.12335164773930049,0.5237430167597765,0,0,0,1,1,1
2019.0,Unknown,0,Unknown,свободная,Unknown,панельный,37.407304,16990000,0,изолированные,2.0,13.0,Unknown,евро,3.0,22.0,55.61688,25.0,60.0,6,0.25203804081130193,,0,0,0,0,0,0
,Unknown,1,совмещенный,свободная,Unknown,панельный,37.541916,21000000,0,"изолированные, смежные",4.0,8.0,Unknown,дизайнерский,7.0,6.0,55.600954,9.0,64.0,0,0.17235240518194145,0.8484375,0,0,0,0,0,0
,Unknown,0,совмещенный,свободная,Unknown,монолитный,37.73924,10700000,0,Unknown,1.0,13.0,Unknown,дизайнерский,2.0,6.0,55.773793,4.0,39.0,1,0.12296356228167644,0.717948717948718,0,0,0,0,0,0
,Unknown,1,совмещенный,свободная,Unknown,панельный,37.482035,17900000,1,изолированные,2.0,8.0,Unknown,косметический,13.0,12.0,55.655478,16.0,55.4,6,0.16864866708337667,0.6137184115523466,0,0,0,0,0,0
2021.0,подземная,2,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.615731,28406000,1,Unknown,1.0,13.0,консьерж,косметический,28.0,26.0,55.722527,29.0,53.0,5,0.03332545108472059,,1,0,0,1,1,1
1969.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.595222,4649000,0,Unknown,0.0,13.0,"мусоропровод, газ",евро,1.0,,55.621353,9.0,11.9,0,0.13629662759217692,,0,1,1,1,1,0
1992.0,открытая во дворе,0,раздельный,альтернативная,Unknown,панельный,37.574238,10599000,0,Unknown,1.0,13.0,Unknown,евро,13.0,8.7,55.577795,14.0,39.4,0,0.18321037926111,0.535532994923858,0,0,0,0,0,0
,Unknown,2,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.542572,23000000,1,Unknown,1.0,8.0,"консьерж, мусоропровод, газ",дизайнерский,11.0,20.0,55.786414,24.0,51.0,3,0.08103343618532091,0.39215686274509803,1,1,1,1,1,1
,Unknown,0,раздельный,свободная,"закрытая территория, детская площадка",панельный,37.560511,18500000,0,изолированные,2.0,13.0,"консьерж, мусоропровод",косметический,13.0,8.0,55.663405,17.0,51.0,0,0.10860934557394758,0.5882352941176471,1,1,0,1,0,1
1970.0,Unknown,1,совмещенный,свободная,Unknown,панельный,37.558068,7800000,0,Unknown,0.0,13.0,мусоропровод,евро,1.0,,55.65339,5.0,20.0,0,0.11845618229539695,0.5,0,1,0,0,0,0
2021.0,Unknown,2,совмещенный,свободная,Unknown,монолитный,37.559388,22000000,1,"изолированные, смежные",2.0,5.0,Unknown,дизайнерский,24.0,5.5,55.855406,24.0,52.0,3,0.1153689394074541,0.7307692307692307,0,0,0,0,0,0
1963.0,Unknown,0,раздельный,свободная,Unknown,блочный,37.772217,12950000,0,изолированные,3.0,8.0,газ,косметический,2.0,6.0,55.792291,5.0,56.2,1,0.15886475307631398,0.7651245551601423,0,0,1,0,0,0
1974.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.724086,6900000,0,Unknown,1.0,18.0,мусоропровод,косметический,7.0,7.0,55.623188,9.0,32.9,5,0.1700741330714338,0.5471124620060791,0,1,0,1,1,0
2020.0,подземная,2,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.579394,23000000,1,изолированные,2.0,8.0,консьерж,евро,9.0,14.0,55.695058,37.0,57.0,0,0.07175854652931521,,1,0,0,1,1,1
1968.0,Unknown,0,раздельный,свободная,Unknown,панельный,37.679475,4160000,0,изолированные,2.0,13.0,Unknown,косметический,9.0,6.1,55.63504,9.0,45.1,5,0.13568895763841732,0.6762749445676275,0,0,0,0,0,0
1964.0,открытая во дворе,0,совмещенный,свободная,"детская площадка, спортивная площадка",кирпичный,37.43753052,3680000,0,Unknown,0.0,5.0,Unknown,косметический,1.0,,55.84952927,5.0,21.2,2,0.20300294008265707,1.0,0,0,0,1,1,0
1994.0,Unknown,0,совмещенный,свободная,закрытая территория,кирпичный,37.669818,3300000,0,Unknown,0.0,18.0,Unknown,косметический,4.0,,55.830129,4.0,19.6,4,0.09083787626865475,,0,0,0,0,0,1
,Unknown,0,Unknown,свободная,Unknown,кирпичный,37.580948,6100000,0,Unknown,0.0,18.0,Unknown,евро,1.0,,55.678169,5.0,16.0,0,0.08584836204029088,0.8125,0,0,0,0,0,0
2018.0,Unknown,4,раздельный,свободная,Unknown,монолитный,37.564212,30000000,0,изолированные,2.0,643.6666666666666,Unknown,дизайнерский,8.0,16.0,55.770806,44.0,74.0,3,0.05545681725451396,0.43243243243243246,0,0,0,0,0,0
2024.0,подземная,1,"совмещенный, раздельный",свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.658604280490216,31500000,1,изолированные,2.0,13.0,консьерж,требует ремонта,9.0,27.0,55.68855923889607,9.0,72.0,5,0.07875703760525864,,1,0,0,1,1,1
1969.0,открытая во дворе,2,совмещенный,свободная,детская площадка,кирпичный,37.50818845767212,20412700,0,изолированные,2.0,8.0,"мусоропровод, газ",дизайнерский,11.0,8.3,55.80115366185445,12.0,51.7,3,0.11843918371119407,0.6305609284332688,0,1,1,1,0,0
