Год постройки,Парковка,Пассажирский лифт,Санузел,Способ продажи,Двор,Тип дома,Долгота,Цена,Грузовой лифт,Тип комнат,Количество комнат,Метро (минут),В доме,Ремонт,Этаж (текущий),Площадь кухни,Широта,Этажей в доме,Общая площадь,Район,Расстояние до центра,Доля жилой площади,Есть консьерж,Есть мусоропровод,Есть газ,Детская площадка,Спорт площадка,Закрытая территория
2003.0,открытая во дворе,1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",панельный,37.36837006,10770000,1,Unknown,1.0,8.0,Unknown,косметический,4.0,7.5,55.65076065,17.0,40.0,6,0.2704604001343431,0.5,0,0,0,1,1,1
2004.0,"подземная, за шлагбаумом во дворе",1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.486086,14200000,1,Unknown,1.0,13.0,мусоропровод,косметический,13.0,7.0,55.782375,17.0,36.7,3,0.13417213876584363,0.5231607629427792,0,1,0,1,1,0
2014.0,Unknown,1,раздельный,свободная,Unknown,монолитный,37.479735,15800000,2,изолированные,2.0,13.0,Unknown,косметический,24.0,10.0,55.869294,25.0,59.4,2,0.17857112381625542,0.5858585858585859,0,0,0,0,0,0
2013.0,за шлагбаумом во дворе,1,раздельный,альтернативная,"закрытая территория, детская площадка, спортивная площадка",панельный,37.92723896407328,13500000,1,изолированные,2.0,5.0,мусоропровод,косметический,6.0,9.8,55.701272849023,17.0,52.0,1,0.31440340053193194,0.5826923076923077,0,1,0,1,1,1
1970.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.69859314,8650000,0,Unknown,1.0,31.0,"мусоропровод, газ",косметический,5.0,7.0,55.87404251,9.0,32.7,4,0.1433219449287498,0.5902140672782874,0,1,1,1,1,0
1975.0,открытая во дворе,1,совмещенный,свободная,детская площадка,панельный,37.617159,9900000,0,Unknown,1.0,13.0,мусоропровод,косметический,4.0,6.4,55.869435,9.0,34.7,4,0.11363585572344889,0.5734870317002881,0,1,0,1,0,0
1973.0,Unknown,1,совмещенный,свободная,Unknown,панельный,37.648906,8350000,0,Unknown,1.0,25.5,"мусоропровод, газ",косметический,2.0,7.0,55.591966,9.0,33.0,0,0.1667982169928685,0.5757575757575758,0,1,1,0,0,0
1970.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.53149414,11500000,0,Unknown,1.0,8.0,"мусоропровод, газ",евро,6.0,6.0,55.6325264,9.0,34.3,0,0.15036821334078415,0.5247813411078718,0,1,1,1,1,0
1917.0,за шлагбаумом во дворе,1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.651187,2610000,0,Unknown,0.0,8.0,Unknown,требует ремонта,1.0,,55.755267,6.0,12.1,5,0.03359122888493074,0.7520661157024793,0,0,0,1,1,1
1983.0,открытая во дворе,2,раздельный,альтернативная,"детская площадка, спортивная площадка",панельный,37.593587,10800000,0,Unknown,1.0,8.0,"консьерж, мусоропровод",дизайнерский,2.0,9.0,55.865626,12.0,40.0,4,0.1124205250165635,0.475,1,1,0,1,1,0
1967.0,открытая во дворе,1,совмещенный,свободная,детская площадка,панельный,37.607448,10600000,0,Unknown,1.0,5.0,"мусоропровод, газ",косметический,4.0,6.0,55.691141,9.0,31.9,5,0.06545112210649992,0.5642633228840126,0,1,1,1,0,0
2023.0,Unknown,2,раздельный,свободная,Unknown,монолитный,37.488538,25800000,2,изолированные,3.0,8.0,Unknown,требует ремонта,17.0,14.0,55.842135,32.0,95.1,2,0.15527630878212204,,0,0,0,0,0,0
,Unknown,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.85435867,12500000,0,изолированные,3.0,13.0,мусоропровод,косметический,6.0,6.0,55.71111298,9.0,65.7,1,0.240938991399585,0.730593607305936,0,1,0,1,1,0
2010.0,"подземная, наземная многоуровневая, за шлагбаумом во дворе",1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",панельный,37.597409880950885,7600000,1,Unknown,1.0,13.0,мусоропровод,косметический,1.0,5.0,55.82677725380994,14.0,24.6,3,0.07379303128085757,0.5691056910569106,0,1,0,1,1,1
1975.0,Unknown,2,совмещенный,свободная,Unknown,панельный,37.497773,13500000,0,изолированные,2.0,8.0,мусоропровод,косметический,8.0,8.1,55.619813,16.0,48.0,0,0.18124837681480133,0.5645833333333333,0,1,0,0,0,0
1955.0,открытая во дворе,0,совмещенный,свободная,детская площадка,кирпичный,37.72383499,7500000,0,Unknown,0.0,8.0,Unknown,евро,5.0,,55.81866837,5.0,14.9,4,0.12344352978895254,1.0,0,0,0,1,0,0
2013.0,"наземная многоуровневая, открытая во дворе",1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.460358,12500000,1,Unknown,1.0,8.0,Unknown,косметический,14.0,11.5,55.686934,19.0,44.4,6,0.17166121437296525,0.4954954954954955,0,0,0,1,1,0
2022.0,Unknown,1,совмещенный,свободная,Unknown,монолитно-кирпичный,37.72757746121964,5900000,1,Unknown,0.0,13.0,Unknown,дизайнерский,2.0,,55.71846982108684,3.0,24.0,5,0.11614036436142645,0.8333333333333334,0,0,0,0,0,0
1971.0,открытая во дворе,2,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.609461,4498900,0,Unknown,0.0,8.0,мусоропровод,требует ремонта,1.0,,55.62572,12.0,17.4,0,0.1303343765896008,,0,1,0,1,1,0
1979.0,открытая во дворе,1,совмещенный,свободная,Unknown,панельный,37.6819191,13950000,1,Unknown,1.0,8.0,мусоропровод,дизайнерский,12.0,10.0,55.75133133,16.0,34.0,5,0.06447414703878408,0.5882352941176471,0,1,0,0,0,0
1978.0,за шлагбаумом во дворе,1,раздельный,альтернативная,детская площадка,панельный,37.63526917,18300000,1,изолированные,2.0,8.0,мусоропровод,евро,5.0,6.0,55.72795868,9.0,45.3,5,0.032974818692924415,0.6401766004415012,0,1,0,1,0,0
2009.0,"открытая во дворе, за шлагбаумом во дворе",1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.564796,5950000,1,Unknown,0.0,8.0,"консьерж, мусоропровод",косметический,2.0,,55.542752,9.0,25.0,0,0.21949422024281287,0.84,1,1,0,1,1,0
1970.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.80764771,12200000,0,смежные,3.0,13.0,"мусоропровод, газ",требует ремонта,3.0,6.0,55.72612381,9.0,63.4,1,0.19235074299091848,0.7255520504731862,0,1,1,1,1,0
,открытая во дворе,0,совмещенный,свободная,Unknown,панельный,37.38195419,3999999,0,Unknown,0.0,8.0,Unknown,косметический,1.0,,55.65324783,14.0,12.8,6,0.25699395973887423,0.7734375,0,0,0,0,0,0
1960.0,открытая во дворе,0,совмещенный,свободная,детская площадка,кирпичный,37.79477965160862,10500000,0,изолированные,2.0,8.0,Unknown,требует ремонта,1.0,6.0,55.78958730915257,5.0,46.0,1,0.18037242362379807,,0,0,0,1,0,0
1978.0,"открытая во дворе, за шлагбаумом во дворе",1,совмещенный,свободная,детская площадка,панельный,37.48989487,13500000,1,Unknown,1.0,5.0,"консьерж, мусоропровод",евро,2.0,8.0,55.66508102,16.0,36.1,6,0.15664780100773082,0.5263157894736842,1,1,0,1,0,0
1969.0,за шлагбаумом во дворе,1,совмещенный,свободная,Unknown,панельный,37.729492,15000000,1,изолированные,3.0,8.0,"мусоропровод, газ",евро,9.0,6.0,55.715275,9.0,62.8,5,0.11900460196563668,0.6528662420382166,0,1,1,0,0,0
1992.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.83904062902971,10950000,1,Unknown,1.0,13.0,мусоропровод,косметический,5.0,7.6,55.6989797343721,17.0,36.3,1,0.22861429257834598,0.5206611570247934,0,1,0,1,1,0
1979.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.415083,10991000,0,изолированные,2.0,13.0,мусоропровод,требует ремонта,8.0,5.9,55.806904,9.0,44.2,2,0.2088653970982277,0.6289592760180995,0,1,0,1,1,0
1980.0,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.609478,11500000,2,Unknown,1.0,8.0,"консьерж, мусоропровод",евро,6.0,10.2,55.59063721,12.0,36.0,0,0.1653623720336199,0.5277777777777778,1,1,0,1,1,0
,Unknown,2,раздельный,свободная,Unknown,блочный,37.684158,18050000,0,изолированные,2.0,8.0,Unknown,косметический,3.0,6.0,55.770561,12.0,45.7,4,0.06817517499060145,0.6389496717724288,0,0,0,0,0,0
,за шлагбаумом во дворе,1,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.53766632,13600000,0,изолированные,3.0,13.0,"мусоропровод, газ",косметический,3.0,5.1,55.8904953,9.0,57.0,3,0.15662763817548986,,0,1,1,1,1,1
1955.0,Unknown,2,совмещенный,свободная,"детская площадка, спортивная площадка",кирпичный,37.704556,2600000,1,Unknown,0.0,5.0,"мусоропровод, газ",требует ремонта,1.0,,55.778072,10.0,11.0,4,0.08976295405120605,,0,1,1,1,1,0
1971.0,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",блочный,37.769513,10990000,0,изолированные,2.0,5.0,мусоропровод,косметический,3.0,6.0,55.731571,12.0,44.6,1,0.1538330393966135,0.6502242152466368,0,1,0,1,1,0
1970.0,открытая во дворе,2,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.489922,15150000,0,изолированные,2.0,8.0,"мусоропровод, газ",требует ремонта,8.0,5.7,55.661892,14.0,44.8,6,0.15849411392225451,,0,1,1,1,1,0
2003.0,открытая во дворе,1,"совмещенный, раздельный",свободная,"детская площадка, спортивная площадка",панельный,37.60816574,16800000,1,изолированные,2.0,8.0,"консьерж, мусоропровод",евро,17.0,9.6,55.64858627,17.0,52.0,0,0.10762801290677157,0.5865384615384616,1,1,0,1,1,0
2004.0,открытая во дворе,1,раздельный,альтернативная,Unknown,монолитно-кирпичный,37.433445,22800000,1,изолированные,2.0,13.0,мусоропровод,евро,3.0,9.3,55.737157,16.0,61.0,6,0.18509626002164764,0.5508196721311476,0,1,0,0,0,0
1973.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",кирпичный,37.56782710185245,19425800,1,изолированные,2.0,13.0,"мусоропровод, газ",дизайнерский,10.0,7.8,55.69418408973032,14.0,52.4,0,0.07920771293483864,0.6221374045801528,0,1,1,1,1,0
,Unknown,1,раздельный,свободная,Unknown,панельный,37.59224,13500000,0,изолированные,2.0,8.0,Unknown,косметический,5.0,6.0,55.610931,9.0,44.0,0,0.14707194416679306,0.8181818181818182,0,0,0,0,0,0
1967.0,открытая во дворе,1,совмещенный,свободная,детская площадка,панельный,37.50257874,13800000,0,изолированные,2.0,25.5,"мусоропровод, газ",косметический,4.0,6.0,55.85855865,9.0,46.3,2,0.15423757778768168,0.6803455723542117,0,1,1,1,0,0
1999.0,открытая во дворе,1,раздельный,альтернативная,"детская площадка, спортивная площадка",панельный,37.74995804,21000000,1,изолированные,3.0,5.0,мусоропровод,евро,9.0,10.1,55.66066742,17.0,76.7,5,0.16299956604266622,0.5945241199478487,0,1,0,1,1,0
1939.0,Unknown,1,раздельный,свободная,Unknown,кирпичный,37.666081,12600000,0,Unknown,1.0,8.0,газ,косметический,1.0,7.0,55.718096,7.0,37.3,5,0.061416601802764974,0.44235924932975873,0,0,1,0,0,0
,подземная,1,совмещенный,Unknown,Unknown,монолитный,37.64394,8784200,1,Unknown,0.0,18.0,Unknown,Unknown,16.0,,55.62807,26.0,25.0,0,0.1304175927549646,0.32,0,0,0,0,0,0
2019.0,"подземная, открытая во дворе",1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.541126,15000000,2,Unknown,0.0,13.0,Unknown,дизайнерский,17.0,,55.809166,22.0,20.5,3,0.09325343227999906,,0,0,0,1,1,1
,"открытая во дворе, за шлагбаумом во дворе",1,совмещенный,свободная,Unknown,панельный,37.82316971,8790000,0,Unknown,1.0,18.0,"мусоропровод, газ",требует ремонта,4.0,6.7,55.76462555,9.0,33.0,1,0.2057590727095311,0.5606060606060606,0,1,1,0,0,0
,"открытая во дворе, за шлагбаумом во дворе",1,раздельный,альтернативная,"детская площадка, спортивная площадка",панельный,37.4615097,14000000,1,изолированные,2.0,18.0,"консьерж, мусоропровод",косметический,10.0,9.0,55.70523071,16.0,58.0,6,0.16407752693527142,0.6379310344827587,1,1,0,1,1,0
1960.0,открытая во дворе,0,совмещенный,свободная,"детская площадка, спортивная площадка",кирпичный,37.458265,4500000,0,изолированные,2.0,13.0,газ,требует ремонта,5.0,5.5,55.726244,5.0,42.4,6,0.16205307575298228,0.6391509433962265,0,0,1,1,1,0
1971.0,открытая во дворе,2,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.658473,26990000,0,изолированные,3.0,8.0,"мусоропровод, газ",дизайнерский,3.0,11.0,55.851369,14.0,70.1,4,0.10394246432521863,0.7218259629101285,0,1,1,1,1,0
,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",монолитный,37.92727661,14300000,1,изолированные,2.0,13.0,Unknown,дизайнерский,14.0,19.0,55.71255875,18.0,57.0,1,0.31268100115397596,0.42105263157894735,0,0,0,1,1,0
1965.0,открытая во дворе,1,совмещенный,свободная,детская площадка,панельный,37.55494293967501,8750000,0,Unknown,1.0,13.0,мусоропровод,требует ремонта,6.0,6.0,55.87196905937162,9.0,33.0,3,0.13198923275728722,0.6363636363636364,0,1,0,1,0,0
1973.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.64676666,8700000,0,изолированные,2.0,31.0,"мусоропровод, газ",требует ремонта,9.0,6.0,55.58311844,9.0,44.0,0,0.17512742566368403,0.6363636363636364,0,1,1,1,1,0
,открытая во дворе,0,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.86975479,10000000,0,Unknown,1.0,13.0,мусоропровод,косметический,6.0,10.0,55.70714569,16.0,34.3,1,0.2568059189378623,,0,1,0,1,1,0
,Unknown,0,совмещенный,свободная,Unknown,кирпичный,37.431756,4750000,0,Unknown,0.0,31.0,Unknown,евро,4.0,,55.699,5.0,20.0,6,0.19433021467595155,0.75,0,0,0,0,0,0
,Unknown,0,совмещенный,свободная,Unknown,кирпичный,37.730293,9200000,0,Unknown,1.0,5.0,Unknown,косметический,4.0,6.0,55.814411,5.0,32.8,4,0.12702346857962873,0.5487804878048781,0,0,0,0,0,0
1969.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",монолитный,37.65100861,16500000,0,изолированные,3.0,13.0,"мусоропровод, газ",косметический,4.0,7.0,55.67082214,9.0,58.0,5,0.09130921044621808,0.7327586206896551,0,1,1,1,1,0
,Unknown,1,совмещенный,свободная,Unknown,панельный,37.571686,11300000,0,Unknown,1.0,5.0,мусоропровод,косметический,5.0,6.5,55.833587,9.0,31.9,3,0.090326700177746,0.5830721003134797,0,1,0,0,0,0
1980.0,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.416099058431655,13000000,0,изолированные,2.0,13.0,Unknown,косметический,1.0,7.0,55.80632013164592,12.0,46.0,2,0.20773760650024747,0.5869565217391305,0,0,0,1,1,0
1991.0,открытая во дворе,2,раздельный,свободная,Unknown,панельный,37.3427748869922,15700000,0,изолированные,3.0,13.0,мусоропровод,требует ремонта,9.0,8.5,55.64172364226263,14.0,61.8,6,0.2975605117188336,,0,1,0,0,0,0
1977.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",блочный,37.73248228598521,14090000,1,изолированные,2.0,13.0,мусоропровод,косметический,11.0,10.0,55.6039270914773,12.0,52.0,5,0.19042930440541822,,0,1,0,1,1,0
1979.0,открытая во дворе,2,раздельный,альтернативная,"детская площадка, спортивная площадка",панельный,37.598133,13700000,0,изолированные,2.0,5.0,мусоропровод,косметический,7.0,6.7,55.881848,12.0,45.5,4,0.1275423944929667,0.6307692307692307,0,1,0,1,1,0
1967.0,Unknown,2,раздельный,альтернативная,Unknown,блочный,37.540227,9950000,0,изолированные,2.0,8.0,мусоропровод,косметический,2.0,6.4,55.866677,12.0,37.4,3,0.1352046236561483,0.6229946524064172,0,1,0,0,0,0
1917.0,за шлагбаумом во дворе,1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.651187,2620000,0,Unknown,0.0,8.0,Unknown,требует ремонта,1.0,,55.755267,6.0,12.2,5,0.03359122888493074,0.7540983606557377,0,0,0,1,1,1
1966.0,Unknown,2,раздельный,свободная,Unknown,блочный,37.495437,9990000,0,изолированные,2.0,13.0,мусоропровод,требует ремонта,3.0,6.5,55.871541,12.0,37.7,2,0.16828481110902457,0.636604774535809,0,1,0,0,0,0
1958.0,"открытая во дворе, за шлагбаумом во дворе",1,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.518206720237714,26712600,0,изолированные,2.0,5.0,Unknown,дизайнерский,6.0,8.4,55.73475454012385,11.0,55.6,3,0.10159692634771597,0.6079136690647481,0,0,0,1,1,1
1972.0,открытая во дворе,1,совмещенный,альтернативная,"детская площадка, спортивная площадка",кирпичный,37.698772,9600000,0,Unknown,1.0,18.0,"мусоропровод, газ",косметический,5.0,6.0,55.818275,9.0,30.3,4,0.10243055798441746,,0,1,1,1,1,0
,"подземная, за шлагбаумом во дворе",1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитно-кирпичный,37.472476385840864,18500000,1,Unknown,1.0,13.0,Unknown,евро,11.0,10.0,55.72242703938957,20.0,40.9,6,0.14891144310131438,0.48899755501222497,0,0,0,1,1,1
1972.0,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",кирпичный,37.61424,12500000,0,Unknown,1.0,8.0,"мусоропровод, газ",косметический,1.0,8.4,55.711118,12.0,32.0,5,0.04480815465961697,0.475,0,1,1,1,1,0
1965.0,открытая во дворе,2,совмещенный,свободная,Unknown,блочный,37.57872772,12500000,0,Unknown,1.0,8.0,"мусоропровод, газ",косметический,4.0,10.0,55.65886688,12.0,35.0,0,0.10443698533246404,0.5428571428571428,0,1,1,0,0,0
,Unknown,0,совмещенный,свободная,Unknown,монолитный,37.483319,7500000,0,Unknown,0.0,25.5,Unknown,евро,10.0,,55.540424,18.0,26.0,0,0.25380742372318427,,0,0,0,0,0,0
2024.0,"подземная, открытая во дворе",2,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.462056,12500000,2,Unknown,0.0,8.0,Unknown,евро,31.0,,55.695012,33.0,20.0,6,0.16700034993975965,0.8,0,0,0,1,1,1
1962.0,открытая во дворе,0,совмещенный,свободная,"детская площадка, спортивная площадка",кирпичный,37.656092,6250000,0,Unknown,0.0,13.0,Unknown,требует ремонта,1.0,,55.816389,5.0,17.7,4,0.07178203803877312,,0,0,0,1,1,0
,Unknown,1,раздельный,свободная,Unknown,панельный,37.424165,22000000,1,изолированные,2.0,8.0,Unknown,косметический,14.0,22.9,55.661999,14.0,59.0,6,0.21497843339739964,0.4033898305084746,0,0,0,0,0,0
1977.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.745519,11200000,1,изолированные,2.0,8.0,мусоропровод,косметический,11.0,8.0,55.626406,12.0,46.0,5,0.18195075651669895,0.6521739130434783,0,1,0,1,1,0
1982.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.794145,9800000,1,изолированные,2.0,31.0,мусоропровод,требует ремонта,5.0,11.0,55.631056,16.0,52.9,1,0.21616938395850366,0.5293005671077505,0,1,0,1,1,0
2019.0,подземная,4,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.3787117,10700000,4,Unknown,1.0,25.5,Unknown,косметический,19.0,12.0,55.79902649,33.0,36.0,2,0.242767685894588,0.5,0,0,0,1,1,1
2009.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.575459,7950000,1,Unknown,1.0,25.5,мусоропровод,требует ремонта,13.0,10.0,55.501488,16.0,37.9,0,0.2577798619461952,0.474934036939314,0,1,0,1,1,0
1976.0,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.82747269,11800000,2,смежные,2.0,31.0,мусоропровод,евро,6.0,9.0,55.77667999,14.0,48.0,1,0.2109087954311887,0.6666666666666666,0,1,0,1,1,0
,Unknown,1,раздельный,альтернативная,Unknown,кирпичный,37.810459,8900000,0,изолированные,2.0,31.0,Unknown,требует ремонта,5.0,5.5,55.673357,9.0,43.9,1,0.2097413696198227,0.6697038724373576,0,0,0,0,0,0
1962.0,за шлагбаумом во дворе,0,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.52466,16500000,0,смежные,2.0,8.0,газ,косметический,3.0,5.0,55.808513,5.0,43.1,3,0.10684804148415998,0.6496519721577726,0,0,1,1,1,1
1981.0,открытая во дворе,1,совмещенный,свободная,Unknown,панельный,37.408436,14599000,0,изолированные,2.0,8.0,Unknown,евро,1.0,9.0,55.79809,12.0,52.0,2,0.2133963987418734,0.6153846153846154,0,0,0,0,0,0
1951.0,за шлагбаумом во дворе,1,раздельный,свободная,закрытая территория,кирпичный,37.518051139707694,35000000,0,"изолированные, смежные",3.0,13.0,газ,косметический,2.0,9.5,55.79639430949171,7.0,79.8,3,0.10750755112365973,0.6691729323308271,0,0,1,0,0,1
1976.0,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",панельный,37.822963,7600000,0,Unknown,1.0,31.0,мусоропровод,требует ремонта,1.0,8.9,55.773788,12.0,39.3,1,0.2061492903528883,0.5267175572519084,0,1,0,1,1,0
1955.0,Unknown,2,раздельный,свободная,"детская площадка, спортивная площадка",кирпичный,37.51176,22000000,0,изолированные,2.0,8.0,"консьерж, мусоропровод, газ",косметический,6.0,8.2,55.785655,12.0,57.4,3,0.10997011696365513,0.5400696864111498,1,1,1,1,1,0
1987.0,открытая во дворе,2,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.478154,12500000,1,Unknown,1.0,18.0,мусоропровод,косметический,9.0,8.5,55.786951,17.0,37.6,2,0.1428830700852972,0.5026595744680851,0,1,0,1,1,0
1964.0,за шлагбаумом во дворе,1,совмещенный,альтернативная,закрытая территория,панельный,37.673933,16100000,0,Unknown,,8.0,мусоропровод,дизайнерский,9.0,,55.729747,9.0,37.0,5,0.06206581746822733,,0,1,0,0,0,1
,Unknown,0,раздельный,свободная,Unknown,кирпичный,37.733464,11400000,0,изолированные,2.0,8.0,Unknown,требует ремонта,2.0,12.0,55.71372,4.0,47.4,5,0.12326878313668342,0.48523206751054854,0,0,0,0,0,0
,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.57167816,17800000,0,изолированные,2.0,5.0,"мусоропровод, газ",евро,6.0,8.0,55.83369446,9.0,44.0,3,0.09042323975437441,,0,1,1,1,1,0
,Unknown,0,Unknown,свободная,Unknown,кирпичный,37.662821,7000000,0,Unknown,0.0,13.0,Unknown,евро,1.0,,55.748939,14.0,15.0,5,0.04573851945570412,0.7333333333333333,0,0,0,0,0,0
2007.0,открытая во дворе,2,раздельный,альтернативная,Unknown,панельный,37.50294876,14400000,1,изолированные,2.0,13.0,мусоропровод,косметический,13.0,12.0,55.53453445,22.0,56.5,0,0.24920543824391045,0.5805309734513274,0,1,0,0,0,0
2024.0,"подземная, открытая во дворе",2,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.44773874868773,12500000,2,Unknown,1.0,5.0,Unknown,требует ремонта,19.0,17.3,55.68321920085343,33.0,36.2,6,0.18471820999058267,,0,0,0,1,1,1
1970.0,открытая во дворе,2,совмещенный,свободная,детская площадка,панельный,37.811105,8880000,0,Unknown,1.0,13.0,мусоропровод,косметический,9.0,10.0,55.815817,12.0,36.0,1,0.20259868043498752,0.5555555555555556,0,1,0,1,0,0
1975.0,Unknown,1,раздельный,свободная,Unknown,панельный,37.768211,10490000,0,изолированные,2.0,8.0,Unknown,евро,1.0,6.4,55.680884,9.0,44.5,1,0.1682143881390638,0.6584269662921348,0,0,0,0,0,0
,открытая во дворе,2,раздельный,свободная,детская площадка,панельный,37.82818222,9850000,0,изолированные,2.0,25.5,"мусоропровод, газ",требует ремонта,4.0,6.9,55.81217194,12.0,39.6,1,0.2179969426379449,0.5580808080808081,0,1,1,1,0,0
1974.0,открытая во дворе,1,совмещенный,свободная,детская площадка,панельный,37.59958649,11000000,1,Unknown,1.0,8.0,мусоропровод,косметический,5.0,9.5,55.6866684,16.0,34.5,0,0.07143993743754272,0.5652173913043478,0,1,0,1,0,0
1951.0,открытая во дворе,0,совмещенный,свободная,"детская площадка, спортивная площадка",кирпичный,37.815256,6370000,0,Unknown,0.0,13.0,газ,дизайнерский,2.0,,55.790818,5.0,19.3,1,0.20073403961460562,0.9844559585492227,0,0,1,1,1,0
1980.0,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",блочный,37.43472,11800000,0,изолированные,2.0,13.0,"мусоропровод, газ",косметический,2.0,6.0,55.723014,9.0,45.2,6,0.1857956301854317,0.6592920353982301,0,1,1,1,1,0
1970.0,"открытая во дворе, за шлагбаумом во дворе",1,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",кирпичный,37.63544083,21300000,1,изолированные,2.0,5.0,"консьерж, мусоропровод, газ",евро,10.0,8.0,55.80612183,14.0,55.0,4,0.053390839941303114,0.5454545454545454,1,1,1,1,1,1
1969.0,открытая во дворе,1,совмещенный,свободная,детская площадка,блочный,37.716127,9600000,0,Unknown,1.0,13.0,"мусоропровод, газ",косметический,2.0,9.8,55.819494,9.0,35.0,4,0.11732218615845513,0.5657142857142857,0,1,1,1,0,0
2021.0,"подземная, открытая во дворе",2,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.598768693933366,12711111,2,Unknown,0.0,18.0,мусоропровод,евро,5.0,,55.80298855078857,11.0,25.5,3,0.05080725749044824,0.7843137254901961,0,1,0,1,1,1
1985.0,открытая во дворе,1,совмещенный,свободная,"детская площадка, спортивная площадка",панельный,37.72990141115156,9600000,1,Unknown,1.0,13.0,мусоропровод,косметический,3.0,8.0,55.64883415555546,14.0,37.7,5,0.1550912596646372,0.47745358090185674,0,1,0,1,1,0
2019.0,подземная,4,совмещенный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.3787117,7990000,1,Unknown,0.0,25.5,Unknown,дизайнерский,6.0,,55.79902649,33.0,24.3,2,0.242767685894588,1.0,0,0,0,1,1,1
1985.0,открытая во дворе,2,совмещенный,свободная,детская площадка,панельный,37.41801071,13500000,0,изолированные,2.0,18.0,мусоропровод,косметический,2.0,8.0,55.8461647,12.0,50.0,2,0.21909281980201176,0.588,0,1,0,1,0,0
1971.0,открытая во дворе,2,раздельный,свободная,"детская площадка, спортивная площадка",блочный,37.48866418130331,14500000,0,"изолированные, смежные",2.0,8.0,"мусоропровод, газ",требует ремонта,6.0,6.0,55.696038368769095,14.0,37.5,6,0.1421122722018269,0.616,0,1,1,1,1,0
2022.0,"подземная, открытая во дворе, за шлагбаумом во дворе",1,раздельный,свободная,"закрытая территория, детская площадка, спортивная площадка",монолитный,37.76930618,23250000,1,изолированные,2.0,8.0,мусоропровод,евро,7.0,18.6,55.71628952,13.0,48.9,1,0.15676684305050764,0.40286298568507156,0,1,0,1,1,1
,открытая во дворе,1,раздельный,свободная,"детская площадка, спортивная площадка",кирпичный,37.79764,12300000,0,изолированные,2.0,31.0,"мусоропровод, газ",евро,4.0,10.0,55.633445,12.0,52.0,1,0.21768129828949265,0.5769230769230769,0,1,1,1,1,0
